"cmpgn_id","cmpgn_nm","cmpgn_ofer_id","copn_plcy_nm","cnts_prod_id","copn_use_sta_dt","copn_plcy_sta_dt","copn_plcy_end_dt","copn_cnt"
C2600TJ,<데드 오브 윈터> 할인쿠폰 프로모션,A1SA1020261000121361,"[데드 오브 윈터 런칭] 영화 3,300원 할인",PPV 등,"20260717","20260622","20260731",33
C2600QV,"6월 성인 1+1 프로모션_모바일 (6/11~6/20)_수정",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260705","20260609","20260731",2
C2600PN,JTBC 월정액 첫달 무료_6월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260511","20260119","20261231",4
C2600QS,"6월 성인 1+1 프로모션_모바일_추가 (6/12~6/14 구매자)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260627","20260609","20260731",2
C2600KD,[주기성/쿠폰] <프로젝트헤일메리&인생SF전> 할인쿠폰 프로모션,A1PR1020261000120752,[프로젝트헤일메리] 인생SF영화 추가 30% 할인,PPV 등,"20260514","20260430","20260524",3
C2600OL,"지상파 월정액 첫달 3,300원_6월 2차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260531","20260526","20260630",1
C2600OB,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_3",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260627","20260520","20260630",2
C2600Q4,"6월 성인 1+1 프로모션_모바일 (6/11~6/20)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260618","20260609","20260731",1
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인",PPV 등,"20260730","20260708","20260831",2
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",DummyOffer,,PPV 등,,,,499405
C2600NK,[팝업] 밸류애드팀 STB 교체(26.6.1))_1-2차,,,PPV 등,,,,276248
C2600WZ,[팝업] 밸류애드팀 Btv 업_장기(26.7.29)_4-3차,,,PPV 등,,,,386629
C2600PZ,SPOTV 6월 첫달무료_1차_0612,,,PPV 등,,,,1895877
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",DummyOffer,,PPV 등,,,,793113
C2600RT,[팝업] 밸류애드팀 Btv 업_장기(26.6.24)_4-2차,,,PPV 등,,,,385152
C2600NH,<리 크로닌의 미이라> 할인쿠폰 프로모션,A1SA1020261000120855,"[리 크로닌의 미이라] 영화 3,300원 할인",PPV 등,,"20260507","20260630",794
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,PM30000269,"20260629","20260519","20260629",24
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인",PPV 등,,"20260616","20260815",2481
C2600R1,JTBC 월정액 첫달 무료_6월 3차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260625","20260119","20261231",309
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인",PPV 등,,"20260626","20260731",452
C2600S1,SPOTV 6월 첫달무료_2차_0622,A1SA1020261000121165,[MLB 이벤트] SPOTV Prime 1개월 무료,PM35000007,"20260623","20260609","20260630",60
C2600TL,"7월 성인 1+1 프로모션 (7/1~7/10)",A1SA1020261000121370,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260714","20260626","20260731",187
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,"20260703","20260624","20260705",120
C2600VM,<헬파이어: 시수의 길> 할인쿠폰 프로모션,A1SA1020261000121461,"[헬파이어: 시수의 길 런칭] 영화 5,500원 할인",PPV 등,"20260802","20260708","20260831",12
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인",PPV 등,"20260721","20260626","20260731",14
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인",PPV 등,"20260721","20260616","20260815",20
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인",PPV 등,"20260703","20260616","20260831",10
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260615","20260519","20260629",13
C2600TG,JTBC 월정액 3개월 70% 할인_7월 1차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260728","20260629","20260731",36
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260618","20260520","20260630",28
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260621","20260520","20260630",19
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인",PPV 등,"20260630","20260622","20260731",8
C2600SG,"CJ ENM 월정액 3개월 5,500원_7월 1차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,"20260718","20260622","20260731",56
C2600L8,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_2(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),PM30000107,"20260515","20260507","20260517",37
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260521","20260421","20260531",10
C2600KP,<왕과 사는 남자> 할인쿠폰 프로모션,A1SA1020261000120651,"[왕과 사는 남자 런칭] 영화 4,400원 할인",PPV 등,"20260513","20260421","20260531",2
C2600M0,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_4(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),PM30000107,"20260519","20260515","20260525",3
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인",PPV 등,"20260728","20260708","20260831",6
C2600WJ,"CJ ENM 월정액 3개월 5,500원_7월 3차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,"20260729","20260622","20260731",9
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260612","20260526","20260630",1
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260616","20260519","20260629",5
C2600KD,[주기성/쿠폰] <프로젝트헤일메리&인생SF전> 할인쿠폰 프로모션,A1PR1020261000120752,[프로젝트헤일메리] 인생SF영화 추가 30% 할인,PPV 등,"20260509","20260430","20260524",3
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인",PPV 등,"20260627","20260616","20260831",2
C2600O6,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_1",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260613","20260520","20260630",3
C2600JE,<캣 앤 독> 할인쿠폰 프로모션,A1SA1020261000120747,"[캣 앤 독 런칭] 영화 5,500원 할인",PPV 등,"20260530","20260428","20260531",4
C2600R1,JTBC 월정액 첫달 무료_6월 3차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260524","20260119","20261231",2
C2600L0,[팝업] 밸류애드팀 Btv 업_장기(26.5.13)_2-1차,,,PPV 등,,,,392285
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,,"20260421","20260531",499549
C2600LB,"2605_무빙 연장 동의_TDB_2차",,,PPV 등,,,,4411
C2600XE,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_2_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,,"20260721","20260726",787276
C2600VS,[팝업] 밸류애드팀 Btv 업_단기(26.7.21)_3-1차,,,PPV 등,,,,283248
C2600NA,"26년 5월 B tv+ 할인 연장 캠페인_1주년 5,500원",A1CP1020261000120954,"[가입 유지 선물] B tv+ 월 5,500원 혜택 6개월 자동 연장_5월",PM30000107,"20260729","20260526","20260731",83
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,PM30000107,"20260625","20260519","20260629",10
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,PM30000107,"20260602","20260520","20260630",119
C2600R5,<내 이름은> 할인쿠폰 프로모션,A1SA1020261000121159,"[내 이름은 런칭] 영화 5,500원 할인",PPV 등,,"20260605","20260731",742
C2600ND,"지상파 월정액 첫달 3,300원_6월 1차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260602","20260526","20260630",123
C2600TZ,"지상파 월정액 3개월 5,500원_7월 2차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260713","20260629","20260731",76
C2600TA,[주기성] 26년 7월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000121366,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260712","20260624","20260731",29
C2600VD,"CJ ENM 월정액 3개월 5,500원_7월 2차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,"20260726","20260622","20260731",25
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,PM30000269,"20260607","20260519","20260629",3
C2600S0,SPOTV 6월 첫달무료_2차_0620,A1SA1020261000121165,[MLB 이벤트] SPOTV Prime 1개월 무료,PM35000007,"20260627","20260609","20260630",146
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,PM30000107,"20260613","20260519","20260629",22
C2600UT,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121459,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260721","20260708","20260831",21
C2600Q5,<스위트 홈: 진격의 거인> 할인쿠폰 프로모션,A1SA1020261000121160,"[스위트 홈: 진격의 거인 런칭] 영화 3,300원 할인",PPV 등,"20260618","20260605","20260731",24
C2600LE,"CJ ENM 월정액 3개월 5,500원_5월 3차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원",PM30000154,"20260520","20260422","20260531",12
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260615","20260526","20260630",6
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260614","20260519","20260629",5
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,PM30000154,"20260609","20260519","20260629",7
C2600UV,모아나 소장용 패키지 프로모션 (7/10),A1SA1020261000121465,"[모아나 패키지 구매] 영화 5,500원 할인",PPV 등,"20260801","20260708","20260831",4
C2600QV,"6월 성인 1+1 프로모션_모바일 (6/11~6/20)_수정",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260703","20260609","20260731",2
C2600NP,<모탈 컴뱃2> 할인쿠폰 프로모션,A1SA1020261000120959,"[모탈컴뱃2 런칭] 영화 5,500원 할인",PPV 등,"20260626","20260528","20260615",3
C2600UV,모아나 소장용 패키지 프로모션 (7/10),A1SA1020261000121465,"[모아나 패키지 구매] 영화 5,500원 할인",PPV 등,"20260721","20260708","20260831",3
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260703","20260609","20260731",4
C2600VD,"CJ ENM 월정액 3개월 5,500원_7월 2차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,"20260701","20260622","20260731",1
C2600QM,[보정용][주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260628","20260520","20260630",4
C2600KO,<폭탄> 할인쿠폰 프로모션,A1SA1020261000120751,"[폭탄 런칭] 영화 5,500원 할인",PPV 등,"20260520","20260430","20260531",2
C2600PD,[팝업] 밸류애드팀 Btv 업_장기(26.6.10)_2-1차,,,PPV 등,,,,401244
C2600ML,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_2",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),PM30000107,,"20260507","20260531",787743
C2600M8,<짱구> 할인쿠폰 프로모션,A1SA1020261000120863,"[짱구 런칭] 영화 5,500원 할인",PPV 등,"20260606","20260518","20260630",168
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인",PPV 등,,"20260518","20260630",446
C2600OY,통합 월정액 첫달 무료_6월 2차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260609","20260526","20260630",25
C2600T9,"26년 6월 B tv+ 할인 연장 캠페인_8월할인 7,700원",A1CP1020261000121368,"[가입 유지 선물] B tv+ 월 7,700원 이용 혜택 6개월 자동 연장_6월",PPV 등,"20260813","20260625","20260731",61
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택",PM30000107,"20260613","20260526","20260614",70
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260621","20260520","20260630",62
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260626","20260526","20260630",57
C2600NE,통합 월정액 첫달 무료_6월 1차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260624","20260526","20260630",37
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인",PPV 등,"20260727","20260708","20260831",74
C2600PY,SPOTV 6월 첫달무료_1차_0611,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,"20260628","20260609","20260630",73
C2600QR,"6월 성인 1+1 프로모션_추가 (6/12~14 구매자)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260629","20260609","20260731",46
C2600TI,JTBC 월정액 3개월 70% 할인_7월 2차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260708","20260629","20260731",21
C2600VM,<헬파이어: 시수의 길> 할인쿠폰 프로모션,A1SA1020261000121461,"[헬파이어: 시수의 길 런칭] 영화 5,500원 할인",PPV 등,"20260724","20260708","20260831",11
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인",PPV 등,"20260601","20260518","20260630",19
C2600NH,<리 크로닌의 미이라> 할인쿠폰 프로모션,A1SA1020261000120855,"[리 크로닌의 미이라] 영화 3,300원 할인",PPV 등,"20260612","20260507","20260630",25
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,PM30000154,"20260621","20260519","20260629",14
C2600JA,<오시리스> 할인쿠폰 프로모션,A1SA1020261000120652,"[오시리스 런칭] 영화 3,300원 할인",PPV 등,"20260525","20260421","20260531",8
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260531","20260520","20260630",12
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인",PPV 등,"20260720","20260616","20260831",1
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260513","20260421","20260531",10
C2600S7,토이스토리 소장용 패키지 프로모션 (6/18~6/21 발급),A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인",PPV 등,"20260622","20260615","20260731",3
C2600OB,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_3",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260604","20260520","20260630",7
C2600MN,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_4",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),PM30000107,"20260526","20260507","20260531",9
C2600LG,<스피드> 할인쿠폰 프로모션,A1SA1020261000120858,"[스피드 런칭] 영화 5,500원 할인",PPV 등,"20260611","20260512","20260531",1
C2600WK,JTBC 월정액 3개월 70% 할인_7월 3차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260709","20260629","20260731",1
C2600LM,[팝업] 밸류애드팀 Btv 업_단기(26.5.19)_3-3차,,,PPV 등,,,,146750
C2600QW,SPOTV 6월 첫달무료_1차_0615 TV팝업,,,PPV 등,,,,1894105
C2600RF,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_2",DummyOffer,,PPV 등,,,,790561
C2600SR,[팝업] B tv All+(조합형)(26.6.30)_1-1차,,,PPV 등,,,,576911
C2600U1,[팝업] 밸류애드팀 STB 교체(26.7.6)_1-2차,,,PPV 등,,,,349288
C2600V6,[팝업] 밸류애드팀 Btv 업_장기(26.7.15)_2-1차,,,PPV 등,,,,294182
C2600O8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260608","20260520","20260630",14
C2600QR,"6월 성인 1+1 프로모션_추가 (6/12~14 구매자)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260619","20260609","20260731",180
C2600PQ,통합 월정액 첫달 무료_6월 3차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260616","20260526","20260630",94
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260621","20260520","20260630",62
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,"20260705","20260624","20260705",71
C2600WH,<군체> 할인쿠폰 프로모션,A1SA1020261000121563,[군체 런칭] 영화 20% 할인,PPV 등,"20260724","20260716","20260831",56
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인",PPV 등,"20260714","20260626","20260731",14
C2600SG,"CJ ENM 월정액 3개월 5,500원_7월 1차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,"20260708","20260622","20260731",59
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인",PPV 등,"20260610","20260526","20260630",31
C2600L7,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_1(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),PM30000107,"20260511","20260507","20260517",98
C2600TZ,"지상파 월정액 3개월 5,500원_7월 2차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260721","20260629","20260731",48
C2600SG,"CJ ENM 월정액 3개월 5,500원_7월 1차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,"20260725","20260622","20260731",52
C2600TT,<현상수배> 타겟 프로모션_30%_0702,A1SA1020261000121372,[즉시 할인] 현상수배 30% 할인쿠폰,PPV 등,"20260708","20260626","20260731",53
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260606","20260519","20260629",15
C2600T7,<노멀> 할인쿠폰 프로모션,A1SA1020261000121162,"[노멀 런칭] 영화 3,300원 할인",PPV 등,"20260706","20260605","20260731",23
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260615","20260520","20260630",14
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260708","20260624","20260731",71
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260521","20260421","20260531",1
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260504","20260421","20260531",16
C2600T7,<노멀> 할인쿠폰 프로모션,A1SA1020261000121162,"[노멀 런칭] 영화 3,300원 할인",PPV 등,"20260707","20260605","20260731",27
C2600OC,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_4",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260602","20260520","20260630",13
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260625","20260526","20260630",38
C2600TG,JTBC 월정액 3개월 70% 할인_7월 1차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260715","20260629","20260731",22
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인",PPV 등,"20260722","20260708","20260831",28
C2600KD,[주기성/쿠폰] <프로젝트헤일메리&인생SF전> 할인쿠폰 프로모션,A1PR1020261000120752,[프로젝트헤일메리] 인생SF영화 추가 30% 할인,PPV 등,"20260510","20260430","20260524",7
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260507","20260421","20260531",7
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인",PPV 등,"20260720","20260622","20260731",2
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260519","20260421","20260531",2
C2600UE,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_3",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260724","20260624","20260731",1
C2600JU,[팝업] 밸류애드팀 Btv 업_장기(26.5.06)_1-2차,,,PPV 등,,,,385230
C2600KA,"26년 5월_B tv+ 비플리_UI 540 이하(1969)_토팝 멀티스탭",DummyOffer,,PPV 등,,,,219617
C2600P3,[팝업] 밸류애드팀 STB 교체(26.6.8))_2-3차,,,PPV 등,,,,324901
C2600J5,"지상파 월정액 3개월 내내 5,500원_5월 1차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,,"20260422","20260531",495304
C2600XQ,통합 월정액 3개월 내내 80% 할인_8월 2차,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),PM30000176,,"20260720","20260731",498823
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,PM30000107,"20260620","20260520","20260630",112
C2600M8,<짱구> 할인쿠폰 프로모션,A1SA1020261000120863,"[짱구 런칭] 영화 5,500원 할인",PPV 등,"20260528","20260518","20260630",164
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260502","20260421","20260531",14
C2600TL,"7월 성인 1+1 프로모션 (7/1~7/10)",A1SA1020261000121370,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260707","20260626","20260731",365
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260627","20260609","20260731",55
C2600NL,<쉘터> 할인쿠폰 프로모션,A1SA1020261000120861,"[쉘터 런칭] 영화 3,300원 할인",PPV 등,"20260604","20260518","20260630",52
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260623","20260520","20260630",34
C2600O8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260617","20260520","20260630",12
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260704","20260609","20260731",77
C2600UV,모아나 소장용 패키지 프로모션 (7/10),A1SA1020261000121465,"[모아나 패키지 구매] 영화 5,500원 할인",PPV 등,"20260728","20260708","20260831",10
