"cmpgn_id","cmpgn_nm","cmpgn_ofer_id","copn_plcy_nm","pt_dt","cl","copn_plcy_sta_dt","copn_plcy_end_dt","cnts_prod_id","cnt"
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260607",SMART,"20260526","20260630",PM30000176,961
C2600UF,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_4",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260716",SMART,"20260624","20260731",PM30000107,87
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260609",SMART,"20260526","20260630",PM30000150,188
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,"20260603",SMART,"20260519","20260629",PM30000154,59
C2600WG,<디스클로저 데이> 할인쿠폰 프로모션,A1SA1020261000121558,"[디스클로저 데이 런칭] 영화 3,300원 할인","20260724",SMART,"20260713","20260831",PPV 등,219
C2600W7,"7월 성인 1+1 이열치열 프로모션 (7/21~/20)",A1SA1020261000121561,"[1+1 이열치열 이벤트] 3,300원 할인 쿠폰","20260722",SMART,"20260716","20260831",PPV 등,78
C2600WC,"지상파 월정액 3개월 5,500원_7월 3차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260710",SMART,"20260629","20260731",PM30000150,19
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260707",SMART,"20260609","20260731",PPV 등,16
C2600JE,<캣 앤 독> 할인쿠폰 프로모션,A1SA1020261000120747,"[캣 앤 독 런칭] 영화 5,500원 할인","20260522",SMART,"20260428","20260531",PPV 등,3
C2600M6,JTBC 월정액 첫달 무료_5월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260513",SMART,"20260119","20261231",PM30000269,1
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰","20260630",SMART,"20260609","20260731",PPV 등,1
C2600MS,[팝업] 밸류애드팀 Btv 업_단기(26.5.26)_4-3차,,,,SMART,,,PPV 등,146315
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택","20260612",SMART,"20260520","20260531",PM30000107,115376
C2600RQ,[팝업] B tv All+(조합형)(26.6.23)_4-1차,,,,SMART,,,PPV 등,579504
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260518",SMART,"20260421","20260531",PM30000269,920
C2600S9,통합 월정액 첫달 90% 할인_추가 1차,A1CP1020261000121363,[쿨썸머 파격 특가] 주요 월정액 첫달 90% 할인 (택1),"20260624",SMART,"20260622","20260629",PM30000176,135813
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260627",SMART,"20260526","20260630",PM30000176,42340
C2600J5,"지상파 월정액 3개월 내내 5,500원_5월 1차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260502",SMART,"20260422","20260531",PM30000150,5435
C2600TZ,"지상파 월정액 3개월 5,500원_7월 2차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260711",SMART,"20260629","20260731",PM30000150,12168
C2600RD,"<짱구> 타겟 프로모션_2,000원_0617",A1SA1020261000121267,"[즉시 할인] 짱구 2,200원 할인쿠폰","20260623",SMART,"20260616","20260731",PPV 등,13155
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택","20260611",SMART,"20260526","20260614",PM30000107,11573
C2600WZ,[팝업] 밸류애드팀 Btv 업_장기(26.7.29)_4-3차,,,,SMART,,,PPV 등,386629
C2600UU,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121458,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260727",SMART,"20260708","20260831",PPV 등,284
C2600WL,"2607_비플/캐치온 왕사남 해지취소_3주차_TV팝업",,,,SMART,,,PPV 등,1681
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인","20260718",SMART,"20260708","20260831",PPV 등,217
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260615",SMART,"20260519","20260629",PM30000107,73
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인","20260623",SMART,"20260518","20260630",PPV 등,4
C2600KN,JTBC 월정액 첫달 무료_5월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260606",SMART,"20260119","20261231",PM30000269,89
C2600NP,<모탈 컴뱃2> 할인쿠폰 프로모션,A1SA1020261000120959,"[모탈컴뱃2 런칭] 영화 5,500원 할인","20260619",SMART,"20260528","20260615",PPV 등,55
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인","20260709",SMART,"20260622","20260731",PPV 등,6
C2600OC,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_4",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260531",SMART,"20260520","20260630",PM30000107,2
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인","20260723",SMART,"20260622","20260731",PPV 등,1
C2600LG,<스피드> 할인쿠폰 프로모션,A1SA1020261000120858,"[스피드 런칭] 영화 5,500원 할인","20260608",SMART,"20260512","20260531",PPV 등,4
C2600JB,<극장의 시간들> 할인쿠폰 프로모션,A1SA1020261000120746,"[극장의 시간들 런칭] 영화 5,500원 할인","20260505",SMART,"20260428","20260531",PPV 등,1
C2600K8,<몽타주: 6일간의 추격> 타겟 프로모션_40%_0430,A1SA1020261000120748,[즉시 할인] 몽타주: 6일간의 추격 40% 할인쿠폰,"20260506",SMART,"20260403","20260430",PPV 등,94371
C2600NS,[팝업] 밸류애드팀 Btv 업_단기(26.6.2)_1-2차,,,,SMART,,,PPV 등,295298
C2600J5,"지상파 월정액 3개월 내내 5,500원_5월 1차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260523",SMART,"20260422","20260531",PM30000150,392
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,"20260609",SMART,"20260520","20260630",PM30000107,8753
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260530",SMART,"20260119","20261231",PM30000269,103
C2600V4,[팝업] B tv All+(조합형)(26.7.14)_2-1차,,,,SMART,,,PPV 등,592617
C2600RV,[팝업] 밸류애드팀 Btv 업_장기(26.6.24)_4-4차,,,,SMART,,,PPV 등,224465
C2600KD,[주기성/쿠폰] <프로젝트헤일메리&인생SF전> 할인쿠폰 프로모션,A1PR1020261000120752,[프로젝트헤일메리] 인생SF영화 추가 30% 할인,"20260524",SMART,"20260430","20260524",PPV 등,517
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260615",SMART,"20260526","20260630",PM30000150,1373
C2600S9,통합 월정액 첫달 90% 할인_추가 1차,A1CP1020261000121363,[쿨썸머 파격 특가] 주요 월정액 첫달 90% 할인 (택1),"20260628",SMART,"20260622","20260629",PM30000176,17703
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260515",SMART,"20260119","20261231",PM30000269,163
C2600QM,[보정용][주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260616",SMART,"20260520","20260630",PM30000107,1512
C2600UD,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_2",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260717",SMART,"20260624","20260731",PM30000107,614
C2600NL,<쉘터> 할인쿠폰 프로모션,A1SA1020261000120861,"[쉘터 런칭] 영화 3,300원 할인","20260604",SMART,"20260518","20260630",PPV 등,174
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260613",SMART,"20260519","20260629",PM30000107,130
C2600QY,수요1+1무비쿠폰(6월 쿠폰발급),A1PR1020261000121167,[금토일무비쿠폰] 20% 할인(5천원 이상 사용),"20260621",SMART,"20260609","20261231",PPV 등,25
C2600NH,<리 크로닌의 미이라> 할인쿠폰 프로모션,A1SA1020261000120855,"[리 크로닌의 미이라] 영화 3,300원 할인","20260603",SMART,"20260507","20260630",PPV 등,125
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,"20260616",SMART,"20260519","20260629",PM30000154,63
C2600KP,<왕과 사는 남자> 할인쿠폰 프로모션,A1SA1020261000120651,"[왕과 사는 남자 런칭] 영화 4,400원 할인","20260513",SMART,"20260421","20260531",PPV 등,40
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰","20260615",SMART,"20260609","20260731",PPV 등,169
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰","20260612",SMART,"20260609","20260731",PPV 등,68
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인","20260726",SMART,"20260708","20260831",PPV 등,126
C2600WC,"지상파 월정액 3개월 5,500원_7월 3차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260703",SMART,"20260629","20260731",PM30000150,21
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인","20260716",SMART,"20260616","20260815",PPV 등,5
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",A1CP1020261000120958,[비밀 특가] B tv+ 1개월 100원,"20260628",SMART,"20260528","20260712",PM30000107,15
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",A1CP1020261000120958,[비밀 특가] B tv+ 1개월 100원,"20260609",SMART,"20260528","20260712",PM30000107,8
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인","20260722",SMART,"20260622","20260731",PPV 등,9
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인","20260622",SMART,"20260526","20260630",PPV 등,7
C2600LX,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_1(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),"20260523",SMART,"20260515","20260525",PM30000107,325231
C2600NT,[팝업] 밸류애드팀 Btv 업_단기(26.6.2)_1-3차,,,,SMART,,,PPV 등,145836
C2600M0,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_4(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),"20260521",SMART,"20260515","20260525",PM30000107,763
C2600QN,"지상파 월정액 첫달 3,300원_6월 4차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260623",SMART,"20260526","20260630",PM30000150,89567
C2600XQ,통합 월정액 3개월 내내 80% 할인_8월 2차,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),"20260730",SMART,"20260720","20260731",PM30000176,19674
C2600J5,"지상파 월정액 3개월 내내 5,500원_5월 1차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260506",SMART,"20260422","20260531",PM30000150,997
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260506",SMART,"20260421","20260531",PM30000269,4910
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",,,,SMART,,,PPV 등,511
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260729",SMART,"20260624","20260731",PM30000107,311747
C2600TG,JTBC 월정액 3개월 70% 할인_7월 1차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,"20260707",SMART,"20260629","20260731",PM30000269,4729
C2600TI,JTBC 월정액 3개월 70% 할인_7월 2차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,"20260714",SMART,"20260629","20260731",PM30000269,1646
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260604",SMART,"20260526","20260630",PM30000150,1078
C2600QY,수요1+1무비쿠폰(6월 쿠폰발급),A1PR1020261000121167,[금토일무비쿠폰] 20% 할인(5천원 이상 사용),"20260619",SMART,"20260609","20261231",PPV 등,279
C2600T7,<노멀> 할인쿠폰 프로모션,A1SA1020261000121162,"[노멀 런칭] 영화 3,300원 할인","20260702",SMART,"20260605","20260731",PPV 등,48
C2600W7,"7월 성인 1+1 이열치열 프로모션 (7/21~/20)",A1SA1020261000121561,"[1+1 이열치열 이벤트] 3,300원 할인 쿠폰","20260729",SMART,"20260716","20260831",PPV 등,411
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260608",SMART,"20260519","20260629",PM30000107,209
C2600LW,수요1+1무비쿠폰(5월 쿠폰발급),A1PR1020261000120851,[연휴무비쿠폰] 20% 할인(5천원 이상 사용),,SMART,"20260408","20260525",PPV 등,287
C2600VM,<헬파이어: 시수의 길> 할인쿠폰 프로모션,A1SA1020261000121461,"[헬파이어: 시수의 길 런칭] 영화 5,500원 할인","20260719",SMART,"20260708","20260831",PPV 등,39
C2600J7,"지상파 월정액 3개월 내내 5,500원_5월 2차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260528",SMART,"20260422","20260531",PM30000150,321
C2600WI,<뮌터 & 칸딘스키 - 사랑의 초상> 할인쿠폰 프로모션,A1SA1020261000121560,"[뮌터 & 칸딘스키 - 사랑의 초상 런칭] 영화 5,500원 할인","20260727",SMART,"20260716","20260831",PPV 등,6
C2600J7,"지상파 월정액 3개월 내내 5,500원_5월 2차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260523",SMART,"20260422","20260531",PM30000150,302
C2600UU,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121458,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260729",SMART,"20260708","20260831",PPV 등,89
C2600TM,<신의 악단> 할인쿠폰 프로모션,A1SA1020261000121384,"[신의 악단 런칭] 영화 3,300원 할인","20260720",SMART,"20260630","20260731",PPV 등,213
C2600JA,<오시리스> 할인쿠폰 프로모션,A1SA1020261000120652,"[오시리스 런칭] 영화 3,300원 할인","20260510",SMART,"20260421","20260531",PPV 등,6
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인","20260729",SMART,"20260626","20260731",PPV 등,4
C2600Q5,<스위트 홈: 진격의 거인> 할인쿠폰 프로모션,A1SA1020261000121160,"[스위트 홈: 진격의 거인 런칭] 영화 3,300원 할인","20260708",SMART,"20260605","20260731",PPV 등,5
C2600M6,JTBC 월정액 첫달 무료_5월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260515",SMART,"20260119","20261231",PM30000269,3
C2600UU,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121458,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260731",SMART,"20260708","20260831",PPV 등,1
C2600OX,"26년 6월_B tv+ 국내여행_(6/4~7)_89",DummyOffer,,,SMART,,,PPV 등,540593
C2600MM,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_3",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),"20260531",SMART,"20260507","20260531",PM30000107,23042
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택","20260612",SMART,"20260520","20260531",PM30000107,221797
C2600P0,<쉘터> 타겟 프로모션_30%_0604,A1SA1020261000120953,[즉시 할인] 쉘터 30% 할인쿠폰,"20260610",SMART,"20260526","20260630",PPV 등,128058
C2600OB,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_3",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260626",SMART,"20260520","20260630",PM30000107,231763
C2600M6,JTBC 월정액 첫달 무료_5월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260525",SMART,"20260119","20261231",PM30000269,3249
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",,SMART,"20260624","20260705",PM30000107,230761
C2600WK,JTBC 월정액 3개월 70% 할인_7월 3차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,,SMART,"20260629","20260731",PM30000269,230197
C2600VX,[팝업] 밸류애드팀 Btv 업_장기(26.7.22)_3-1차,,,,SMART,,,PPV 등,290360
C2600XD,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_1_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)","20260724",SMART,"20260721","20260726",PM30000107,392972
C2600LZ,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_3(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),"20260520",SMART,"20260515","20260525",PM30000107,3007
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260604",SMART,"20260520","20260630",PM30000107,1462
C2600OY,통합 월정액 첫달 무료_6월 2차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260610",SMART,"20260526","20260630",PM30000176,1803
C2600VK,"2607_무빙 연장 동의_TV팝업_17차",,,,SMART,,,PPV 등,3686
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260719",SMART,"20260624","20260731",PM30000107,292
C2600R6,<슈퍼 마리오 갤럭시> 할인쿠폰 프로모션,A1SA1020261000120961,"[슈퍼마리오 갤럭시 런칭] 영화 3,300원 할인",,SMART,"20260529","20260623",PPV 등,318
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인","20260709",SMART,"20260616","20260815",PPV 등,129
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인","20260718",SMART,"20260626","20260731",PPV 등,56
C2600TL,"7월 성인 1+1 프로모션 (7/1~7/10)",A1SA1020261000121370,"[1+1이벤트] 3,300원 할인 쿠폰","20260711",SMART,"20260626","20260731",PPV 등,503
C2600L9,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_3(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),"20260510",SMART,"20260507","20260517",PM30000107,235
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)","20260630",SMART,"20260609","20260731",PPV 등,30
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰","20260705",SMART,"20260609","20260731",PPV 등,38
