"cmpgn_id","cmpgn_nm","cmpgn_ofer_id","copn_plcy_nm","pt_dt","cl","copn_plcy_sta_dt","copn_plcy_end_dt","cnts_prod_id","cnt"
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",DummyOffer,,"20260630",TOAST,,,PPV 등,3
C2600QL,"2606_플레이보이 디맨드_첫달무료_리마인드_2차",,,"20260701",TOAST,,,PPV 등,1
C2600NL,<쉘터> 할인쿠폰 프로모션,A1SA1020261000120861,"[쉘터 런칭] 영화 3,300원 할인","20260608",TOAST,"20260518","20260630",PPV 등,1
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260718",TOAST,"20260615","20260731",PPV 등,1
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인","20260720",TOAST,"20260708","20260831",PPV 등,7
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",DummyOffer,,"20260624",TOAST,,,PPV 등,1
C2600QY,수요1+1무비쿠폰(6월 쿠폰발급),A1PR1020261000121167,[금토일무비쿠폰] 20% 할인(5천원 이상 사용),"20260623",TOAST,"20260609","20261231",PPV 등,1
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260716",TOAST,,,PPV 등,1
C2600N2,"26년 5월_B tv+ 당첨자_UI 541 이상_4(1770)",DummyOffer,,"20260607",TOAST,,,PPV 등,1
C2600NG,SPOTV 6월 첫달무료_1차_0613 토팝,,,"20260717",TOAST,,,PPV 등,2
C2600K8,<몽타주: 6일간의 추격> 타겟 프로모션_40%_0430,A1SA1020261000120748,[즉시 할인] 몽타주: 6일간의 추격 40% 할인쿠폰,,TOAST,"20260403","20260430",PPV 등,0
C2600LE,"CJ ENM 월정액 3개월 5,500원_5월 3차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260712",TOAST,"20260422","20260531",PM30000154,1
C2600KD,[주기성/쿠폰] <프로젝트헤일메리&인생SF전> 할인쿠폰 프로모션,A1PR1020261000120752,[프로젝트헤일메리] 인생SF영화 추가 30% 할인,"20260601",TOAST,"20260430","20260524",PPV 등,1
C2600R6,<슈퍼 마리오 갤럭시> 할인쿠폰 프로모션,A1SA1020261000120961,"[슈퍼마리오 갤럭시 런칭] 영화 3,300원 할인","20260702",TOAST,"20260529","20260623",PPV 등,1
C2600NG,SPOTV 6월 첫달무료_1차_0613 토팝,,,"20260615",TOAST,,,PPV 등,23976
C2600VH,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_1",DummyOffer,,"20260718",TOAST,,,PPV 등,642551
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",DummyOffer,,"20260628",TOAST,,,PPV 등,9026
C2600OU,"2606_SPOTV_BWF 인도네시아 오픈",DummyOffer,,"20260609",TOAST,,,PPV 등,1447
C2600RC,"<왕과 사는 남자> 타겟 프로모션_2,000원_0617",A1SA1020261000121266,"[즉시 할인] 왕과 사는 남자 2,200원 할인쿠폰","20260706",TOAST,"20260616","20260731",PPV 등,80
C2600N2,"26년 5월_B tv+ 당첨자_UI 541 이상_4(1770)",DummyOffer,,"20260528",TOAST,,,PPV 등,456
C2600R8,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_1",DummyOffer,,"20260706",TOAST,,,PPV 등,121
C2600OU,"2606_SPOTV_BWF 인도네시아 오픈",DummyOffer,,"20260727",TOAST,,,PPV 등,80
C2600XD,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_1_F",DummyOffer,,"20260731",TOAST,,,PPV 등,1112
C2600WH,<군체> 할인쿠폰 프로모션,A1SA1020261000121563,[군체 런칭] 영화 20% 할인,"20260730",TOAST,"20260716","20260831",PPV 등,156
C2600XB,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_4_F",DummyOffer,,"20260730",TOAST,,,PPV 등,104
C2600OU,"2606_SPOTV_BWF 인도네시아 오픈",DummyOffer,,"20260628",TOAST,,,PPV 등,409
C2600RA,SPOTV 6월 첫달무료_1차_0617 토스트팝업,,,"20260624",TOAST,,,PPV 등,367
C2600R8,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_1",DummyOffer,,"20260710",TOAST,,,PPV 등,70
C2600OU,"2606_SPOTV_BWF 인도네시아 오픈",DummyOffer,,"20260709",TOAST,,,PPV 등,154
C2600JA,<오시리스> 할인쿠폰 프로모션,A1SA1020261000120652,"[오시리스 런칭] 영화 3,300원 할인","20260513",TOAST,"20260421","20260531",PPV 등,25
C2600TL,"7월 성인 1+1 프로모션 (7/1~7/10)",A1SA1020261000121370,"[1+1이벤트] 3,300원 할인 쿠폰","20260712",TOAST,"20260626","20260731",PPV 등,99
C2600S7,토이스토리 소장용 패키지 프로모션 (6/18~6/21 발급),A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260624",TOAST,"20260615","20260731",PPV 등,17
C2600UX,"26년 7월_B tv+ KBS 이승철 콘서트_UI 541 이상_3",DummyOffer,,"20260727",TOAST,,,PPV 등,6
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260623",TOAST,"20260421","20260531",PM30000269,3
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",DummyOffer,,"20260721",TOAST,,,PPV 등,7
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260706",TOAST,"20260609","20260731",PPV 등,1
C2600XH,"26년 7월 B tv+ 50% 할인 연장 캠페인_25년9월할인",A1CP1020261000121665,[가입 유지 선물] B tv+ 50% 할인 혜택 6개월 자동 연장_7월,,TOAST,"20260721","20260831",PPV 등,0
C2600N2,"26년 5월_B tv+ 당첨자_UI 541 이상_4(1770)",DummyOffer,,"20260610",TOAST,,,PPV 등,2
C2600KP,<왕과 사는 남자> 할인쿠폰 프로모션,A1SA1020261000120651,"[왕과 사는 남자 런칭] 영화 4,400원 할인","20260601",TOAST,"20260421","20260531",PPV 등,1
C2600WF,<군체[예약구매]> 할인쿠폰 프로모션,A1SA1020261000121562,"[군체 예약] 영화 4,400원 할인",,TOAST,"20260716","20260831",PPV 등,0
C2600T4,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_4",DummyOffer,,"20260719",TOAST,,,PPV 등,3
C2600PJ,"2606_플레이보이 디맨드_첫달무료_리마인드_1차",,,"20260629",TOAST,,,PPV 등,1
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260707",TOAST,"20260609","20260731",PPV 등,1
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260731",TOAST,"20260421","20260531",PM30000269,1
C2600R8,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_1",DummyOffer,,"20260620",TOAST,,,PPV 등,240355
C2600UW,"26년 7월_B tv+ KBS 이승철 콘서트_UI 541 이상_2",DummyOffer,,"20260710",TOAST,,,PPV 등,150030
C2600W1,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_2",DummyOffer,,"20260720",TOAST,,,PPV 등,9617
C2600RW,"2606_비너스 디맨드_첫달무료_개편전",,,"20260624",TOAST,,,PPV 등,1357
C2600KO,<폭탄> 할인쿠폰 프로모션,A1SA1020261000120751,"[폭탄 런칭] 영화 5,500원 할인","20260518",TOAST,"20260430","20260531",PPV 등,6
C2600RA,SPOTV 6월 첫달무료_1차_0617 토스트팝업,,,"20260705",TOAST,,,PPV 등,351
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인","20260713",TOAST,"20260708","20260831",PPV 등,38
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",DummyOffer,,"20260719",TOAST,,,PPV 등,10
C2600OX,"26년 6월_B tv+ 국내여행_(6/4~7)_89",DummyOffer,,"20260616",TOAST,,,PPV 등,127
C2600JE,<캣 앤 독> 할인쿠폰 프로모션,A1SA1020261000120747,"[캣 앤 독 런칭] 영화 5,500원 할인","20260512",TOAST,"20260428","20260531",PPV 등,1
C2600M2,"26년 5월_B tv+ 당첨자_UI 541 이상_1(1770)",DummyOffer,,"20260714",TOAST,,,PPV 등,3
C2600KO,<폭탄> 할인쿠폰 프로모션,A1SA1020261000120751,"[폭탄 런칭] 영화 5,500원 할인","20260514",TOAST,"20260430","20260531",PPV 등,2
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인","20260709",TOAST,"20260616","20260831",PPV 등,6
C2600ON,"26년 6월_B tv+ 국내여행_(6/3)_4567",DummyOffer,,"20260613",TOAST,,,PPV 등,1
C2600NO,<푸틴: 절대 권력의 최후> 할인쿠폰 프로모션,A1SA1020261000120952,"[푸틴: 절대 권력의 최후 런칭] 영화 3,300원 할인","20260614",TOAST,"20260526","20260630",PPV 등,4
C2600T9,"26년 6월 B tv+ 할인 연장 캠페인_8월할인 7,700원",A1CP1020261000121368,"[가입 유지 선물] B tv+ 월 7,700원 이용 혜택 6개월 자동 연장_6월","20260702",TOAST,"20260625","20260731",PPV 등,1
C2600XH,"26년 7월 B tv+ 50% 할인 연장 캠페인_25년9월할인",A1CP1020261000121665,[가입 유지 선물] B tv+ 50% 할인 혜택 6개월 자동 연장_7월,"20260729",TOAST,"20260721","20260831",PPV 등,2
C2600W7,"7월 성인 1+1 이열치열 프로모션 (7/21~/20)",A1SA1020261000121561,"[1+1 이열치열 이벤트] 3,300원 할인 쿠폰",,TOAST,"20260716","20260831",PPV 등,0
C2600RW,"2606_비너스 디맨드_첫달무료_개편전",,,"20260708",TOAST,,,PPV 등,4
C2600SJ,[주기성]프라다입고문워크 신작혜택파티 프로모션,A1PR1020261000121272,[신작혜택파티] 영화 30% 할인(악마는프라다2 외 대상작),,TOAST,"20260618","20260706",PPV 등,0
C2600L7,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_1(1770)",DummyOffer,,"20260520",TOAST,,,PPV 등,3561
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",DummyOffer,,"20260709",TOAST,,,PPV 등,2063
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",DummyOffer,,"20260707",TOAST,,,PPV 등,3056
C2600N3,[주기성/쿠폰] <살목지&K-공포상영회> 할인쿠폰 프로모션,A1PR1020261000120873,[K-공포 상영회] 영화 50% 할인,"20260610",TOAST,"20260520","20260609",PPV 등,389
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260515",TOAST,,,PPV 등,713
C2600RX,"2606_비너스 디맨드_첫달무료_개편후",,,"20260717",TOAST,,,PPV 등,49
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인","20260616",TOAST,"20260526","20260630",PPV 등,8
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인","20260716",TOAST,"20260626","20260731",PPV 등,14
C2600T6,"26년 6월 B tv+ 할인 연장 캠페인_광복절 5,500원",A1CP1020261000121367,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_6월","20260704",TOAST,"20260625","20260731",PPV 등,9
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",,,"20260617",TOAST,,,PPV 등,10
C2600UQ,"2607_비플/캐치온 왕사남 해지취소",,,"20260714",TOAST,,,PPV 등,14
C2600RX,"2606_비너스 디맨드_첫달무료_개편후",,,"20260731",TOAST,,,PPV 등,13
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",,,"20260621",TOAST,,,PPV 등,4
C2600NA,"26년 5월 B tv+ 할인 연장 캠페인_1주년 5,500원",A1CP1020261000120954,"[가입 유지 선물] B tv+ 월 5,500원 혜택 6개월 자동 연장_5월","20260608",TOAST,"20260526","20260731",PM30000107,2
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260616",TOAST,"20260421","20260531",PM30000269,2
C2600OJ,"2606_플레이보이 디맨드_첫달무료",,,"20260620",TOAST,,,PPV 등,2
C2600RG,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_3",DummyOffer,,,TOAST,,,PPV 등,0
C2600JB,<극장의 시간들> 할인쿠폰 프로모션,A1SA1020261000120746,"[극장의 시간들 런칭] 영화 5,500원 할인","20260511",TOAST,"20260428","20260531",PPV 등,1
C2600N0,"26년 5월_B tv+ 당첨자_UI 541 이상_2(1770)",DummyOffer,,"20260702",TOAST,,,PPV 등,1
C2600OO,"26년 6월_B tv+ 국내여행_(6/3)_89",DummyOffer,,"20260615",TOAST,,,PPV 등,1
C2600L7,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_1(1770)",DummyOffer,,"20260528",TOAST,,,PPV 등,1
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인",,TOAST,"20260526","20260630",PPV 등,0
C2600N1,"26년 5월_B tv+ 당첨자_UI 541 이상_3(1770)",DummyOffer,,"20260708",TOAST,,,PPV 등,1
C2600OX,"26년 6월_B tv+ 국내여행_(6/4~7)_89",DummyOffer,,"20260704",TOAST,,,PPV 등,1
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰","20260622",SMART,"20260609","20260731",PPV 등,3
C2600LG,<스피드> 할인쿠폰 프로모션,A1SA1020261000120858,"[스피드 런칭] 영화 5,500원 할인","20260604",SMART,"20260512","20260531",PPV 등,1
C2600KP,<왕과 사는 남자> 할인쿠폰 프로모션,A1SA1020261000120651,"[왕과 사는 남자 런칭] 영화 4,400원 할인","20260516",SMART,"20260421","20260531",PPV 등,4
C2600JQ,[팝업] 밸류애드팀 Btv 업_단기(26.5.05)_1-3차,,,,SMART,,,PPV 등,142792
C2600JS,[팝업] B tv 스탠다드+(조합형)_(26.5.05)_1-1차,,,,SMART,,,PPV 등,435171
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,,SMART,"20260519","20260629",PM30000269,43038
C2600LO,[팝업] B tv All+(조합형)(26.5.19)_3-1차,,,,SMART,,,PPV 등,580935
C2600LZ,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_3(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),,SMART,"20260515","20260525",PM30000107,71698
C2600RZ,SPOTV 6월 첫달무료_1차_0619 배너 TV팝업,,,,SMART,,,PPV 등,1889734
C2600LG,<스피드> 할인쿠폰 프로모션,A1SA1020261000120858,"[스피드 런칭] 영화 5,500원 할인","20260603",SMART,"20260512","20260531",PPV 등,4
C2600ND,"지상파 월정액 첫달 3,300원_6월 1차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260623",SMART,"20260526","20260630",PM30000150,33479
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,,SMART,"20260119","20261231",PM30000269,84518
C2600SA,SPOTV 6월 첫달무료_1차_0623,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,"20260619",SMART,"20260609","20260630",PM35000007,19879
C2600V8,[팝업] 밸류애드팀 Btv 업_장기(26.7.15)_2-3차,,,,SMART,,,PPV 등,391320
C2600T2,"6월 쿠폰팩 GCP 만료 D-3_POP",DummyOffer,,,SMART,,,PPV 등,85200
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260620",SMART,"20260520","20260630",PM30000107,5422
C2600VP,[팝업] 밸류애드팀 STB 교체(26.7.20)_3-1차,,,,SMART,,,PPV 등,244732
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260624",SMART,"20260526","20260630",PM30000150,13410
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260718",SMART,"20260624","20260731",PM30000107,387
C2600PN,JTBC 월정액 첫달 무료_6월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260515",SMART,"20260119","20261231",PM30000269,1243
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260612",SMART,"20260519","20260629",PM30000107,175
C2600TN,"7월 성인 1+1 프로모션_모바일 (7/1~7/10)",A1SA1020261000121371,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)","20260708",SMART,"20260626","20260731",PPV 등,41
C2600UD,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_2",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260727",SMART,"20260624","20260731",PM30000107,587
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,"20260616",SMART,"20260519","20260629",PM30000269,49
C2600KD,[주기성/쿠폰] <프로젝트헤일메리&인생SF전> 할인쿠폰 프로모션,A1PR1020261000120752,[프로젝트헤일메리] 인생SF영화 추가 30% 할인,"20260516",SMART,"20260430","20260524",PPV 등,46
C2600TG,JTBC 월정액 3개월 70% 할인_7월 1차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,"20260728",SMART,"20260629","20260731",PM30000269,125
C2600UV,모아나 소장용 패키지 프로모션 (7/10),A1SA1020261000121465,"[모아나 패키지 구매] 영화 5,500원 할인","20260720",SMART,"20260708","20260831",PPV 등,63
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",A1CP1020261000120958,[비밀 특가] B tv+ 1개월 100원,"20260622",SMART,"20260528","20260712",PM30000107,9
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,"20260611",SMART,"20260519","20260629",PM30000269,75
C2600O8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260615",SMART,"20260520","20260630",PM30000107,14
C2600TM,<신의 악단> 할인쿠폰 프로모션,A1SA1020261000121384,"[신의 악단 런칭] 영화 3,300원 할인","20260704",SMART,"20260630","20260731",PPV 등,47
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260704",SMART,"20260615","20260731",PPV 등,4
C2600KO,<폭탄> 할인쿠폰 프로모션,A1SA1020261000120751,"[폭탄 런칭] 영화 5,500원 할인","20260603",SMART,"20260430","20260531",PPV 등,3
C2600TA,[주기성] 26년 7월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000121366,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260712",SMART,"20260624","20260731",PM30000107,5
C2600T7,<노멀> 할인쿠폰 프로모션,A1SA1020261000121162,"[노멀 런칭] 영화 3,300원 할인","20260710",SMART,"20260605","20260731",PPV 등,3
C2600TI,JTBC 월정액 3개월 70% 할인_7월 2차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,"20260704",SMART,"20260629","20260731",PM30000269,1
C2600ML,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_2",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),,SMART,"20260507","20260531",PM30000107,249362
C2600M0,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_4(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),"20260523",SMART,"20260515","20260525",PM30000107,171693
C2600RO,[팝업] 밸류애드팀 Btv 업_단기(26.6.23)_4-2차,,,,SMART,,,PPV 등,304662
C2600LB,"2605_무빙 연장 동의_TDB_2차",,,,SMART,,,PPV 등,4411
C2600S5,SPOTV 6월 첫달무료_1차_0622,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,"20260627",SMART,"20260609","20260630",PM35000007,273439
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260617",SMART,"20260526","20260630",PM30000150,101898
C2600O6,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_1",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260619",SMART,"20260520","20260630",PM30000107,4323
C2600KK,"CJ ENM 월정액 3개월 5,500원_5월 2차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260525",SMART,"20260422","20260531",PM30000154,370
C2600UN,"26년 7월_B tv+ KBS 이승철 콘서트_UI 541 이상_1",DummyOffer,,,SMART,,,PPV 등,1069382
C2600UD,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_2",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260730",SMART,"20260624","20260731",PM30000107,62232
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260603",SMART,"20260520","20260630",PM30000107,2176
C2600M6,JTBC 월정액 첫달 무료_5월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260617",SMART,"20260119","20261231",PM30000269,24
C2600UD,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_2",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260708",SMART,"20260624","20260731",PM30000107,6282
C2600M8,<짱구> 할인쿠폰 프로모션,A1SA1020261000120863,"[짱구 런칭] 영화 5,500원 할인","20260522",SMART,"20260518","20260630",PPV 등,70
C2600TI,JTBC 월정액 3개월 70% 할인_7월 2차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,"20260725",SMART,"20260629","20260731",PM30000269,390
C2600O6,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_1",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260611",SMART,"20260520","20260630",PM30000107,125
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260604",SMART,"20260526","20260630",PM30000176,523
C2600P7,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_3,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260608",SMART,"20260520","20260630",PM30000107,66
C2600KM,"지상파 월정액 3개월 내내 5,500원_5월 3차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260518",SMART,"20260422","20260531",PM30000150,175
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260525",SMART,"20260421","20260531",PM30000269,83
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260517",SMART,"20260119","20261231",PM30000269,128
C2600TM,<신의 악단> 할인쿠폰 프로모션,A1SA1020261000121384,"[신의 악단 런칭] 영화 3,300원 할인","20260725",SMART,"20260630","20260731",PPV 등,121
C2600TN,"7월 성인 1+1 프로모션_모바일 (7/1~7/10)",A1SA1020261000121371,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)","20260710",SMART,"20260626","20260731",PPV 등,60
C2600LW,수요1+1무비쿠폰(5월 쿠폰발급),A1PR1020261000120851,[연휴무비쿠폰] 20% 할인(5천원 이상 사용),"20260521",SMART,"20260408","20260525",PPV 등,198
C2600R1,JTBC 월정액 첫달 무료_6월 3차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260512",SMART,"20260119","20261231",PM30000269,35
C2600LW,수요1+1무비쿠폰(5월 쿠폰발급),A1PR1020261000120851,[연휴무비쿠폰] 20% 할인(5천원 이상 사용),"20260525",SMART,"20260408","20260525",PPV 등,31
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260523",SMART,"20260119","20261231",PM30000269,33
C2600TJ,<데드 오브 윈터> 할인쿠폰 프로모션,A1SA1020261000121361,"[데드 오브 윈터 런칭] 영화 3,300원 할인","20260718",SMART,"20260622","20260731",PPV 등,28
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인","20260723",SMART,"20260616","20260831",PPV 등,2
C2600NP,<모탈 컴뱃2> 할인쿠폰 프로모션,A1SA1020261000120959,"[모탈컴뱃2 런칭] 영화 5,500원 할인","20260701",SMART,"20260528","20260615",PPV 등,1
C2600LE,"CJ ENM 월정액 3개월 5,500원_5월 3차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원",,SMART,"20260422","20260531",PM30000154,223979
C2600QW,SPOTV 6월 첫달무료_1차_0615 TV팝업,,,,SMART,,,PPV 등,1894105
C2600KK,"CJ ENM 월정액 3개월 5,500원_5월 2차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260508",SMART,"20260422","20260531",PM30000154,80838
C2600KN,JTBC 월정액 첫달 무료_5월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260517",SMART,"20260119","20261231",PM30000269,8166
C2600KM,"지상파 월정액 3개월 내내 5,500원_5월 3차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260508",SMART,"20260422","20260531",PM30000150,51241
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택","20260613",SMART,"20260520","20260531",PM30000107,71867
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260629",SMART,"20260526","20260630",PM30000150,18179
C2600KP,<왕과 사는 남자> 할인쿠폰 프로모션,A1SA1020261000120651,"[왕과 사는 남자 런칭] 영화 4,400원 할인","20260525",SMART,"20260421","20260531",PPV 등,499
C2600KK,"CJ ENM 월정액 3개월 5,500원_5월 2차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260511",SMART,"20260422","20260531",PM30000154,4978
